patho_niv1;libelle_comorbidite;annee;ntop;ncomorb;proportion_comorb;niveau_prioritaire
Insuffisance rénale chronique terminale;Maladies inflammatoires chroniques intestinales;2020;41100;530;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Épilepsie;2015;46420;600;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2016;275170;3530;0.013;3
Maladies neurologiques ou dégénératives;Cancer colorectal sous surveillance;2019;270180;3460;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2019;1972020;25270;0.013;3
Cancers;Cancer du sein de la femme actif;2017;833000;10670;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2018;100380;1290;0.013;3
Autres affections de longue durée (dont 31 et 32);Troubles addictifs;2016;1654570;21190;0.013;3
Cancers;Cancer du sein de la femme actif;2015;134300;1720;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal actif;2016;1637520;20970;0.013;3
Cancers;Épilepsie;2016;1625310;20810;0.013;2
Traitements psychotropes (hors pathologies);Épilepsie;2020;5611830;71860;0.013;1
Insuffisance rénale chronique terminale;Cancer colorectal sous surveillance;2016;89980;1150;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections cardiovasculaires;2021;312520;4000;0.013;3
Cancers;Cancer colorectal sous surveillance;2018;495450;6340;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2018;808010;10340;0.013;3
Insuffisance rénale chronique terminale;Maladies inflammatoires chroniques intestinales;2019;40090;510;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2021;599160;7670;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal actif;2017;1700860;21760;0.013;3
Autres affections de longue durée (dont 31 et 32);Autres maladies inflammatoires chroniques;2020;1761940;22540;0.013;3
Maladies psychiatriques;Autres affections cardiovasculaires;2019;1403470;17950;0.013;3
Cancers;Polyarthrite rhumatoïde et maladies apparentées;2017;140910;1800;0.013;2
Maladies cardio-neurovasculaires;Épilepsie;2019;711030;9090;0.013;3
Cancers;Embolie pulmonaire aiguë;2019;152890;1960;0.013;2
Insuffisance rénale chronique terminale;VIH ou SIDA;2021;100970;1290;0.013;1
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2019;2074760;26520;0.013;2
Cancers;Cancer colorectal actif;2017;297650;3810;0.013;3
Cancers;Cancer du sein de la femme actif;2018;855710;10940;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2016;1838740;23500;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2017;121680;1560;0.013;3
Cancers;Cancer du sein de la femme actif;2016;796540;10180;0.013;3
Cancers;Autres troubles psychiatriques;2017;481020;6140;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque chronique;2015;241740;3090;0.013;3
Maladies psychiatriques;Cancer du poumon actif;2021;682180;8710;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Accident vasculaire cérébral aigu;2018;119520;1530;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2021;5294230;67590;0.013;1
Traitements psychotropes (hors pathologies);Épilepsie;2019;5485330;70020;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections cardiovasculaires;2017;1211970;15470;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2015;265000;3380;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections cardiovasculaires;2015;265000;3380;0.013;3
Insuffisance rénale chronique terminale;Troubles addictifs;2016;50460;640;0.013;3
Autres affections de longue durée (dont 31 et 32);Autres maladies inflammatoires chroniques;2018;1741630;22220;0.013;3
Maladies psychiatriques;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;1405070;17920;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections cardiovasculaires;2017;903550;11520;0.013;2
Insuffisance rénale chronique terminale;Cancer de la prostate sous surveillance;2015;3290;40;0.013;3
Traitements du risque vasculaire (hors pathologies);Troubles addictifs;2020;8380330;106870;0.013;1
Cancers;Cancer du sein de la femme actif;2015;763790;9740;0.013;3
Insuffisance rénale chronique terminale;Maladies inflammatoires chroniques intestinales;2018;39000;500;0.013;3
Maladies psychiatriques;Maladie de Parkinson;2018;471270;6010;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2016;48340;620;0.013;3
Maternité (avec ou sans pathologies);Traitements anxiolytiques (hors pathologies);2015;1342110;17100;0.013;3
Maladies cardio-neurovasculaires;Épilepsie;2020;705340;8990;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2017;50560;640;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2015;342130;4360;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;376830;4800;0.013;2
Cancers;Troubles psychotiques;2017;91840;1170;0.013;3
Cancers;Cancer du sein de la femme actif;2021;142430;1810;0.013;3
Cancers;Autres troubles psychiatriques;2015;1590340;20240;0.013;2
Cancers;Troubles addictifs;2019;541310;6890;0.013;2
Traitements psychotropes (hors pathologies);Autres affections cardiovasculaires;2015;5932850;75480;0.013;1
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme actif;2019;9969770;126770;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2016;705120;8960;0.013;3
Insuffisance rénale chronique terminale;Autres troubles psychiatriques;2020;56130;710;0.013;3
Insuffisance rénale chronique terminale;Épilepsie;2021;41030;520;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2017;9803170;124490;0.013;3
Maladies neurologiques ou dégénératives;Autres troubles psychiatriques;2015;103090;1310;0.013;3
Cancers;Maladie de Parkinson;2015;763790;9690;0.013;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2021;1682830;21350;0.013;1
Cancers;Cancer de la prostate sous surveillance;2020;99790;1270;0.013;3
Traitements du risque vasculaire (hors pathologies);Troubles addictifs;2021;8449020;107170;0.013;1
Maladies psychiatriques;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;390740;4960;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2016;1934600;24530;0.013;2
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme actif;2018;9908080;125610;0.013;3
Autres affections de longue durée (dont 31 et 32);Autres maladies inflammatoires chroniques;2017;1701020;21560;0.013;3
Cancers;Troubles psychotiques;2015;84490;1070;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;1801320;22830;0.013;2
Maladies neurologiques ou dégénératives;Autres affections cardiovasculaires;2019;180350;2290;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2017;175010;2220;0.013;2
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2019;831130;10530;0.013;3
Insuffisance rénale chronique terminale;Troubles psychotiques;2016;50460;640;0.013;3
Cancers;Cancer colorectal actif;2017;849970;10760;0.013;3
Traitements du risque vasculaire (hors pathologies);Cancer de la prostate sous surveillance;2018;7296540;92370;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maternité (avec ou sans pathologies);2020;226350;2870;0.013;3
Cancers;Cancer colorectal actif;2016;503750;6380;0.013;2
Cancers;Cancer colorectal actif;2018;220950;2800;0.013;3
Cancers;Embolie pulmonaire aiguë;2018;147710;1870;0.013;2
Maladies du foie ou du pancréas (hors mucoviscidose);Maternité (avec ou sans pathologies);2016;571290;7230;0.013;3
Maladies cardio-neurovasculaires;Autres maladies inflammatoires chroniques;2020;1781750;22540;0.013;3
Cancers;Autres troubles psychiatriques;2018;220950;2800;0.013;3
Autres affections de longue durée (dont 31 et 32);Autres maladies inflammatoires chroniques;2021;1775030;22450;0.013;3
Cancers;Artériopathie oblitérante du membre inférieur;2015;210180;2660;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2017;1211970;15320;0.013;1
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2015;117650;1490;0.013;3
Cancers;Autres troubles psychiatriques;2016;1625310;20530;0.013;2
Cancers;Autres maladies inflammatoires chroniques;2020;57160;720;0.013;3
Maladies respiratoires chroniques (hors mucoviscidose);Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;3587540;45300;0.013;3
Cancers;Cancer du sein de la femme actif;2015;84490;1070;0.013;3
Maladies psychiatriques;Paraplégie;2019;137920;1740;0.013;3
Cancers;Maladie de Parkinson;2016;796540;10060;0.013;3
Maladies neurologiques ou dégénératives;Cancer colorectal sous surveillance;2018;268160;3380;0.013;3
Maternité (avec ou sans pathologies);Diabète;2017;1293400;16320;0.013;3
Cancers;Cancer colorectal actif;2015;204630;2580;0.013;3
Maladies neurologiques ou dégénératives;Cancer de la prostate actif;2020;270800;3420;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Maternité (avec ou sans pathologies);2018;595980;7520;0.013;3
Insuffisance rénale chronique terminale;Maladies métaboliques héréditaires ou amylose;2020;99760;1260;0.013;1
Maladies neurologiques ou dégénératives;Cancer de la prostate actif;2021;271290;3420;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;210400;2650;0.013;3
Traitements psychotropes (hors pathologies);Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;324360;4090;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Maternité (avec ou sans pathologies);2021;231970;2920;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2019;301260;3800;0.013;3
Maladies cardio-neurovasculaires;Épilepsie;2015;692220;8720;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer de la prostate actif;2021;9665390;121710;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Polyarthrite rhumatoïde et maladies apparentées;2016;571290;7190;0.013;3
Maladies psychiatriques;Maladie de Parkinson;2019;476800;6000;0.013;3
Maladies psychiatriques;Autres cancers actifs;2021;488060;6140;0.013;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Cancer colorectal sous surveillance;2021;247100;3110;0.013;3
Maladies neurologiques ou dégénératives;Cancer colorectal sous surveillance;2015;258910;3260;0.013;3
Autres affections de longue durée (dont 31 et 32);Troubles psychotiques;2016;1654570;20820;0.013;3
Autres affections de longue durée (dont 31 et 32);Troubles addictifs;2015;1652010;20780;0.013;3
Maladies psychiatriques;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;1395040;17540;0.013;3
Cancers;Polyarthrite rhumatoïde et maladies apparentées;2017;91840;1160;0.013;3
Cancers;Cancer du sein de la femme actif;2019;866240;10890;0.013;3
Cancers;Troubles psychotiques;2019;98010;1230;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2015;9527080;119750;0.013;3
Maladies neurologiques ou dégénératives;Autres troubles psychiatriques;2017;108530;1360;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme actif;2017;9803170;123190;0.013;3
Maladies neurologiques ou dégénératives;Autres troubles psychiatriques;2016;105550;1330;0.013;3
Cancers;Troubles psychotiques;2018;95520;1200;0.013;3
Cancers;Autres troubles psychiatriques;2017;217140;2730;0.013;3
Cancers;Insuffisance cardiaque aiguë;2020;210400;2640;0.013;3
Insuffisance rénale chronique terminale;Maladies métaboliques héréditaires ou amylose;2020;56130;710;0.013;3
Maladies cardio-neurovasculaires;Autres maladies inflammatoires chroniques;2019;1779170;22350;0.013;3
Traitements du risque vasculaire (hors pathologies);Cancer de la prostate sous surveillance;2018;8488550;106600;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Polyarthrite rhumatoïde et maladies apparentées;2016;48340;610;0.013;3
Insuffisance rénale chronique terminale;Maladies métaboliques héréditaires ou amylose;2020;41100;520;0.013;3
Maladies psychiatriques;Autres cancers actifs;2015;450960;5660;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2017;1886070;23670;0.013;3
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2018;5018020;62980;0.013;1
Cancers;Autres troubles psychiatriques;2018;883380;11090;0.013;3
Maladies psychiatriques;Autres affections cardiovasculaires;2020;1395040;17510;0.013;3
Maladies neurologiques ou dégénératives;Polyarthrite rhumatoïde et maladies apparentées;2019;758940;9520;0.013;3
Insuffisance rénale chronique terminale;Maladies inflammatoires chroniques intestinales;2017;37620;470;0.013;3
Diabète;Troubles addictifs;2017;3770850;47300;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2019;54610;690;0.013;3
Cancers;Maladie de Parkinson;2017;833000;10450;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Maternité (avec ou sans pathologies);2017;586130;7350;0.013;3
Maladies neurologiques ou dégénératives;Autres maladies inflammatoires chroniques;2018;96100;1210;0.013;3
Traitements du risque vasculaire (hors pathologies);Cancer de la prostate sous surveillance;2015;7384560;92570;0.013;3
Cancers;Maladie de Parkinson;2018;855710;10730;0.013;3
Cancers;Autres maladies inflammatoires chroniques;2021;58890;740;0.013;3
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2017;4910800;61540;0.013;1
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2019;5128800;64260;0.013;1
Traitements psychotropes (hors pathologies);Polyarthrite rhumatoïde et maladies apparentées;2015;1670440;20930;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Maternité (avec ou sans pathologies);2015;561970;7040;0.013;3
Traitements psychotropes (hors pathologies);Cancer de la prostate sous surveillance;2018;1318510;16510;0.013;3
Maladies neurologiques ou dégénératives;Déficience mentale;2018;1662620;20820;0.013;1
Cancers;Épilepsie;2021;1823190;22820;0.013;2
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2019;5128800;64200;0.013;1
Insuffisance rénale chronique terminale;VIH ou SIDA;2017;52030;650;0.013;3
Maladies cardio-neurovasculaires;Autres maladies inflammatoires chroniques;2021;971240;12150;0.013;2
Cancers;Cancer du sein de la femme actif;2019;149590;1870;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2016;9755260;122000;0.013;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Paraplégie;2021;247100;3090;0.013;3
Maladies neurologiques ou dégénératives;Polyarthrite rhumatoïde et maladies apparentées;2020;728200;9100;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2015;561970;7030;0.013;3
Insuffisance rénale chronique terminale;Autres troubles psychiatriques;2021;56880;710;0.013;3
Maladies neurologiques ou dégénératives;Troubles addictifs;2019;270180;3380;0.012;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections cardiovasculaires;2018;1251350;15640;0.012;1
Cancers;Autres troubles psychiatriques;2015;685020;8560;0.012;2
Cancers;Cancer colorectal sous surveillance;2017;481020;6010;0.012;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer de la prostate sous surveillance;2019;122230;1530;0.012;3
Maladies psychiatriques;Paraplégie;2020;137610;1720;0.012;3
Maternité (avec ou sans pathologies);Traitements anxiolytiques (hors pathologies);2016;1321980;16510;0.012;3
